	target_text	input_text	prefix
10816	What happened after the board was formed?	[Event Ordering] A. DeConcini Federal Courthouse, 405 W. Congress St. Deconcini was one of the organization's early board members.	ask_question
2968	How long did they sleep?	[Event Duration] They woke up and the sun was beginning to set.	ask_question
9951	What happens after a subpoena is granted?	[Event Ordering] The resolution creating the new intelligence committee structure should grant subpoena authority to the committee or committees.	ask_question
6532	When did Johnson arrive to court?	[Typical Time] Johnson is a justice on California's Second District Court of Appeal.	ask_question
12794	Are the 9/11 plotters planning an attack?	[Stationarity] The 9/11 plotters eventually spent somewhere between $400,000 and $500,000 to plan and conduct their attack.	ask_question
11262	How long was the Royal family imprisoned?	[Event Duration] He them imprisons the royal family in his prison .	ask_question
585	On average, how often do they feel stuck in the situation?	"[Frequency] Because then they feel like they are forced to stay in that situation."""	ask_question
3016	How often does the FBI ask for wire tap permission?	[Frequency] Now, following Ressam's arrest, the FBI asked for an unprecedented number of special wiretaps.	ask_question
3692	How often is the digestive system used?	[Frequency] The major organs of the digestive system include the mouth, esophagus, stomach, and small and large in- testines.	ask_question
10291	Did Cathy always have this unsure feeling?	[Stationarity] Cathy Wallace did not always know what she wanted to be when she grew up.	ask_question
4825	Are they still running the race now?	[Stationarity] The Serbian, who beat Tsonga in the 2008 Australian Open final, ended the dream run of Australian 18-year-old Bernard Tomic.	ask_question
5087	What did Einstein do after discovering and supporting Louis' work?	[Event Ordering] Einstein discovered Louis de Broglie's work, and supported his ideas, which were received skeptically at first.	ask_question
5520	How many months did the pregnancies last?	[Event Duration] There are some exceptions, including pregnancies that resulted from sexual assault, incest or other violations of law.	ask_question
10705	How long did it take for the levee to raise sediments	[Event Duration] A levee is a raised strip of sediments deposited close to the waters edge.	ask_question
8572	Had Edwina spoken to Safti before speaking with the Maharani?	[Event Ordering] Edwina similarly falls into disfavor with the Maharani , who explains that Safti has been raised to lead a pure life and that Edwina is unworthy of him .	ask_question
4258	What time of day did the ship originally set sail?	[Typical Time] The scout ship re-emerged from the hole - a brilliant speck emerging from a sphere of velvety blackness.	ask_question
12439	How long did the campaign last?	[Event Duration] A majority of 65 votes in the 128-member body was required to reject his reinstatement.	ask_question
2942	Is the amount of matter still being studied?	[Stationarity] Because the same amount of matter still exists, we can say that matter is conserved.	ask_question
7840	How long did the trip take?	[Event Duration] One day, Kevin traveled from his home in the United States of America to Erin's house in England.	ask_question
12591	How long did it take him to look at Violet?	[Event Duration] In this case he looks to his girlfriend , Violet .	ask_question
11314	How often does Clinton visit Pakistan?	[Frequency] But President Clinton insisted on including Pakistan in the itinerary for his trip to South Asia.	ask_question
558	How often will he 'come to' him?	[Frequency] He also promises to `` come to '' him .	ask_question
8386	What happened after Scheherazade's plan had worked?	[Event Ordering] However , by the time Schahzenan's army reaches the city , Scheherazade's plan has worked .	ask_question
7380	Was Gonzo still having a massage the next week?	[Stationarity] Gonzo treated himself to a massage today to try to work out all of his stuntman kinks.	ask_question
2859	How often does Max play with squirrels?	[Frequency] When Mary called Max's name he left the squirrel and happily returned to Mary, wagging his tail as he went.	ask_question
4584	How long was Jaanu following Nandini?	[Event Duration] Jaanu , who has been following Nandini , beats up Preetam thinking that he is in love with Nandini .	ask_question
11709	How long was Brewer talking?	[Event Duration] The legal system marketplace just doesn't serve low-income people too well, except in fee-generat-ing type cases, Brewer said.	ask_question
5771	What time of day did he flee?	[Typical Time] He ordered the evacuation of al Qaeda's Kandahar airport compound and fled- first to the desert area near Kabul, then to Khowst and Jalalabad, and eventually back to Kandahar.	ask_question
7552	How long was Atta in the school?	[Event Duration] In school, Atta came across as very intelligent and reasonably pleasant, with an excellent command of the German language.	ask_question
8932	How often do the green and orange ball talk?	[Frequency] Then the green ball told the orange ball that blue ball was stupid.	ask_question
12363	How long does the robbery take?	[Event Duration] Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza .	ask_question
